电影名,用户昵称,评论内容,评论日期,点赞数,星级数
我不是药神,完颜穆尔登格,一个俗侩的升华。艺术加工后其实挺俗气了，但这是一部非常好的大陆电影。另，现实是即使纳入医保还有交不起医保的人群哩，人只有一种病—穷病，这句话是真实的悲哀。加上生病那么痛，自杀也就不奇怪了。话说，打老婆，打架，你确定这主角真是阿拉丧海宁，不是瑞典人？,2018/7/7,14,50
我不是药神,戚少商,之前大概了解了电影是根据什么样的故事改编，只是没想到会以这么商业的方式展现出来。这种过于商业且略显套路的表达形式，在一定程度上消解了本片的力道，这是我觉得比较遗憾的地方。现在的评分绝对是报复性好评。。。9分并不意味着“药神”有多好，只能说近年国产院线片太差，观众也憋得太久了。,2018/7/5,13,40
我不是药神,Hey Johnny,标签里还有达拉斯买家俱乐部？那位是脑袋进大酱了么？！,2018/7/7,8,40
我不是药神,本本,中国版达拉斯，部分情节仍有拖沓，也嫌煽情太过，但这样的题材拍成这样在中国已经足够了，中国的医疗乱象，哪里缺素材，话说回来，进医保了又怎么样，现在的医保和药品，谁不清楚呢？没有戳到我，仍多一星鼓励。ps徐峥的假发好真。9分太高了，减一星平衡一下,2018/6/30,19,20
我不是药神,Miss power,只能十分。,2018/7/4,22,50
我不是药神,周宏翔,在人情和法律面前，抉择很难，但我想我是站人情的那个。而在生命垂危的时刻，怎么煽情都显得不过分。经历过亲人因绝症离去，就更明白哪怕倾家荡产也希望留住他们的决心。要说它是电影新高度，是因为它终于打破一些禁锢畅快地讲故事，而不是遮遮掩掩。,2018/7/6,17,50
我不是药神,山下猫,王传君非常好，衬得徐铮表演的套路。片子立场定在了情，志在得人心，困境其实不存在。从夜总会砸钱开始感到了不舒服，实则还是笑娼。到老吕自杀黄毛撞死，更见靠骇人情节摆弄人心的意图。散伙那场是故意要拍桌子砸杯子，观众和角色一起装不知道为什么，谁说我国没商业片，这商业套路溜得狠,2018/7/1,20,30
我不是药神,少年夏不安,问题解决了才拍出来，和韩国现实主义题材的差距还是有点远，但这部电影的大爆以及一众韩国电影的豆瓣超高分也真的说明国内观众对这类题材的巨大需求。大赞整套卡司的表演，特别赞美王传君，还有徐峥听到黄毛没了以后的布满血丝的双眼。另外，瑞士药企的设置也太脸谱化了。,2018/7/6,10,40
我不是药神,乐乐是个大花痴,一点不比“达买”差的同题材电影 主题够阴暗但拍得很有人性温度 泪点很多却没煽情 结局只能说意料之中 毕竟想公映也得给zf点面子,2018/7/9,30,50
我不是药神,Lily Legacy,够煽情，够诚意，题材好、演员好，但故事上在艺术处理上还是粗糙，结尾往主旋律靠拢。主旋律绑架、道德绑架，但至少直面现实问题了。但是还是抄袭啊！,2018/7/4,26,20
我不是药神,银色bullet,里面演病人的群演特别真实，人间疾苦,2018/7/3,21,40
我不是药神,宁宁,世界上只有一种病，就是穷病！,2018/7/8,29,40
我不是药神,京客隆小丸子,五彩城点映。中国的达拉斯买家俱乐部,2018/6/30,17,50
我不是药神,莫吉托,提前看完点映，好多人看哭，预计会大火。这部电影终于道出了中国看病贵的实质，是药贵耗材贵。细看账单，医生的劳动不值钱，动手术收费远不如一个支架，住院十几天床位费远不如一瓶进口药费，所以就算作为一名医生，生了病也未必有钱进行最好的治疗。医生收入低，病人没钱治，体系之痛，无药可治,2018/6/30,14,50
我不是药神,沉冰,法与情的关系怎么能明说呢 穷病怎么能不细说呢 镜头语言很好 黑色幽默的分寸感不好拿捏 可以更好 徐峥的另类英雄的分寸感就很好 有点像达斯汀霍夫曼的英雄 但人物更立体 感觉还是重在故事推进了 但也不完美 政治话语的编码差了不止一口气 但这样的电影终于不是印度拍出来的了还是很骄傲的,2018/7/5,7,40
我不是药神,科学家种太阳,https://weibo.com/ttarticle/p/show?id=2309404257407776761047,2018/7/2,18,50
我不是药神,Tseraph,我遗憾【救命药为什么没进医保】被拍成了【原研药凭什么卖这么贵】其实也不是就想揪着ZF骂。药企的生存、病人的苦楚、监管的局限性、医保的压力。。电影如果能将这些参揉在一起矛盾和悖论做深层次的讨论，那将是一部多么伟大的电影。但为了过审只能简单的在原研药企脑门上写个坏人了事。所以有点小遗憾,2018/7/13,16,50
我不是药神,欣欣向荣,刚刚看的，后半段好感人啊，眼泪始于老奶奶对警察的一段话，餐巾纸一张接着一张就没有停过，结局还是比较好的，药纳入了医保,2018/7/7,37,50
我不是药神,惘然,在一部叫“神”的电影中看到了人。#这电影的优点在于题材，敢拍，几个人物塑造得好，于是演员就也就能很好地完成。缺点也在于题材，这题材目前也就只能拍到这个地步了，很多东西没法说透。李乃文的角色像被箍住了嘴。#,2018/7/10,13,40
我不是药神,浮生若夢,只能说完成度还行，但立意有取巧，故事编排更取巧，除了男主其他所有人物工具化，把制药厂设定为大反派还特地给特写整出阶级对立来，显得很低级，最后的煽情和过审更加过犹不及了。另外，表演方面，只能说不过不失，没有什么值得可疯狂夸赞的,2018/7/7,9,30
我不是药神,小奇喵,今年国产电影的良心了，相信也是近年国产电影的良心。,2018/9/19,7,50
我不是药神,kylegun,橘子的愧疚，黄毛的飞车，审问室中盗亦有道；从一个打老婆的怂货走私犯，到一个自我牺牲的罗宾汉，社会担当与江湖情义无缝结合；即便部分情节编排有点太刻意和煽情了，但当下能出现如此尖锐讨论社会议题的国产电影，实在惊喜,2018/7/3,18,50
我不是药神,姚姬旦,有病没有药是天灾，有药买不起是人祸。他只是想活着，犯了什么罪？！走出电影院的时候，站在十字路口等红灯，凉风吹起发丝，活着真好，好好活着。,2018/7/5,17,50
我不是药神,纽太普,先简短说一句：史上最佳国产片之一。必须看，不看后悔。有时间会写个长评，也把之前采访过药企的一些观点说出来。,2018/7/8,23,50
我不是药神,大时代·歌姬,很不错的剧情片，加上鼓励分吧。party的文宣真的该好好学学，主旋律如果能做成这样（片尾的十里长街送男主，竟不违和），必不让美帝一家独大。PS：让大家看到资本家吃人，血淋淋赚钱。也是很好的左派教育了。,2018/7/13,11,40
我不是药神,猫不然Maoburan,果然是“不哭不是人”的电影，但结局是正向的，看完第一想去雍和宫拜拜或抄抄地藏经；第二想给自己买医疗保险；第三想好好瑜伽不要再熬夜和生气；和达拉斯买家俱乐部最大的区别可能是主人公相比非常的脆弱和挫中带钢，整体剧情处理更柔和，更细腻一点。达拉斯相比更酷更独立更punk。,2018/7/5,12,50
我不是药神,亲亲,徐峥演员及导演在我心中一直是第一，看完这个电影之后，他在我心中的形象又高大了，他总能做出新的类型，引领一个电影时代的开始，他真的懂得观众们想要看什么，他的每个电影都??，药神前半段搞笑，后半段飙泪，人最大的病是穷病。,2018/7/2,57,50
我不是药神,更深的白色,证明了现实主义商业片在中国电影市场的远大前程——只要你把握好过审和情感高潮的度，这也本片最成功的地方。其他方面真的平庸了点，除了徐峥之外的人物都嫌单薄，尤其是李乃文，大部分戏都是废的，没能借这个人物引出天价药的道德两难，从商业考量当然可以理解，但还是有些失望。,2018/7/8,12,30
我不是药神,渡口无边,触摸了道德观念、法律与审查制度的边缘，同时也并行了资本、权力与弱势群体的各层面群像，落脚在情与理、理与法的一念之间，批判的点也算精准。铺垫很长，在主人翁的建立上用了不少话语，但缺少力透纸背的几笔，部分情节、配角的设置也略显drama，要是能在反类型上走得更远就好了。,2018/7/1,14,40
我不是药神,故城,我们总是对国产电影意外宽容，无视各种各样的瑕疵。如果电影都如这般，那“电影”也太让人失望了。,2018/7/11,8,30
我不是药神,yuan,跟《达拉斯买家俱乐部》根本不是一回事。两者光是在立意上，就差太远了。《药神》鸡贼地转移了矛盾，将批判的矛头转向医药公司。是懒，也是坏。《厉害了，你的国之医保改革篇》。,2018/7/8,11,20
我不是药神,?,有些人昧着良心做着合法的事，有些人凭良心做着犯法的事。,2018/7/4,25,50
我不是药神,撒旦君,利益计算和理性思考~在人和人触碰的瞬间毫无力量。,2018/7/3,17,50
我不是药神,★☆☆☆☆,（９／１０）影片本身四星，但为这种题材能够上映打五星。片子因为“你我都明白但不能说的某种理由”，把病人吃不起药的全部责任都推卸给了药厂，让其成为了片子的最大反派。但为研制药品作出了无数血汗和沉重代价的药厂，恰恰是最不该被喷的一方。不管如何，期望这些都能成为过去，对抗癌药品实施零关税和纳入医保也是改善环境的方法之一（其实这些片尾字幕一定程度暴露出了真正该负责的一方是谁）。,2018/11/10,6,50
我不是药神,Q。,“你敢保证你一辈子不生病吗？”这才像中国电影该有的样子——回归故事本身，既包含商业属性，同时具有社会责任感。看似是荒诞的事件，却由一个个鲜活的生命推动了中国的法治进程。★ ★ ★ ★ ★,2018/7/1,28,50
我不是药神,Mannialanck,7。可是我们农民工并没有医保。题材取胜，煽情过度,2018/7/8,6,40
我不是药神,伊丽莎白·素贞,全程以为谭卓是郝蕾，章宇有那么一瞬间让我想起了《上车走吧》里的黄渤，接程勇出狱时的周一围简直太帅了。这是我今年看到的唯一一部即使没有彩蛋也有很多人看到片尾字幕走完片子。,,8,
我不是药神,dormant,这个片儿最值得支持的就是题材。面对这么乱遭的电影行业现状和监管机构，自己作为一个影迷，只能靠消费行为去影响。碰到好片就帮着吹，碰到烂片就当不存在或者使劲儿踩。,2018/7/5,12,50
我不是药神,河堤上的貓,近期最好看的片 好感人...記得帶紙巾,2018/7/11,19,50
我不是药神,泥萌,《药神》民众激动的反应，与《战狼》也许是一波人吧。不接受批评，提出尴尬的主旋律问题就说能过审就不错了。我们评价的是电影本身，过审有多艰难那是另外一回事。还有很多人说不要跟《达拉斯》相提并论，只会彰显无知什么的。why？有些人的自大真的是几百年都没变。电影相对优秀，仅此而已。,2018/7/6,16,30
我不是药神,余小岛,看片之前已经听朋友吹了一波，心理预期挺高的，看完之后还是超过了预期。各方面都非常成熟，剧本表演非常到位，就连为了过审的妥协处理都毫不突兀。。影城千人大厅还真是看哭了一片人，映后掌声经久不绝，年度国产最佳榜上有名了。。,2018/6/19,23,40
我不是药神,如小果,电影可以改变世界，虽然你们不信我信的。,2018/7/7,14,40
我不是药神,Jeannels,◎SIFF21,,14,
我不是药神,過期貓糧,人如鸿毛命若野草，不是每个人都能得救，我们能挣扎的只有努力赚钱和保重身体了吧？,2018/7/7,10,40
我不是药神,薇羅尼卡,知道是部大概会爆的片子，但是没想到这么爆，票房冲着40亿去了，再次翻红了王传君和章宇，徐峥宁浩影坛大佬的地位更做实了。问题重重的现实，才会使这类题材让全社会各阶层都得到共鸣。然而能被拍出就是一种胜利，期待电影能改写现实的一天。,2018/7/5,11,50
我不是药神,1968金鹏远,就这里的价值观和对商业规则的漠视，我知道都是为了过审，真心是不喜欢呀，,2018/7/11,11,30
我不是药神,似云,哭死了，强烈推荐！,2018/7/1,15,50
我不是药神,刘浪,Breaking Bad？最好的镜头是烟雾中的印度神像，一切都被蒙住了眼。钱（房产）救不了，宗教（上帝）救不了，超级英雄（药贩）救不了，只有新中国才能救病友，隔靴搔痒。大娘哭诉，长街送行，毫无节制地滥情得如同《辩护人》的报菜名结尾。,2018/7/3,29,30
我不是药神,搬砖侠,“他才只有二十岁！他只是想活下去，这有什么罪？”当徐峥对着警察发出呐喊和质问的时候，是今年的国产电影最高光的时刻。导演有表达一些问题的野心，剧本有反思一些现实的态度，加上一帮演员的水准之上的表演，成就了这部不完美但足够惊艳的国产电影。尤其，当得知是根据真人真事改编之后，更加感动,2018/6/30,20,50
我不是药神,悲伤男孩,歌颂中国共产党的 红色片,2018/7/6,14,20
我不是药神,寓目,我要回去看看今天用的啥粉底跟睫毛膏！眼睛都哭肿了妆没花！！！,2018/7/7,19,50
我不是药神,indicent time,倒数第二场戏，那两个人出现的时候哭崩了的报个数吧，1。,2018/7/1,19,50
我不是药神,萧湘,人民喜欢罗宾汉。qq界面和输入法复原到位，年代感全出。周一围面相好看，想起《罗敷》里“为人洁白皙，鬑鬑颇有须”。,2018/7/7,14,40
我不是药神,Ruby姐姐,一万一瓶，一瓶吃一个月，你的存款可以吃几个月,2018/7/7,10,50
我不是药神,tavico,很好的文本，只是导演拍得很低劣，细节的刻画近乎粗暴，可是又那么中意放大煽情，中国人已经够苦了，不需要本末倒置的主旨。嗯，周一围很帅，章宇也很帅。,2018/7/6,10,30
我不是药神,Lynn,五星表达不了我的敬意,2018/7/7,21,50
我不是药神,狄飞惊,黄毛的车票让我以为主创们是在调侃毕赣，回来搜了下，章宇的个人情况并不详细，微博上自我介绍是生于贵州小城，那估计毕赣和他是同城老乡，凯里又要火一把。,2018/7/9,11,30
我不是药神,东篱,今年看过最好看的电影，很有深意，徐峥演绎得太好了...,2018/7/6,39,50
我不是药神,编号223,年度国产好片。,2018/7/6,17,50
我不是药神,八月槎,很克制，演员也很好，希望市场给优秀的现实主义电影正反馈，也就是票房过三十亿。,2018/7/6,8,40
我不是药神,路人Eita,提前预订年度院线十佳之一。普通人是如何一步步被现实推向接近于救人的神。人性之所以伟大，是因为在艰难之中仍然选择向更难的人伸出援手。而普通人的伟大，在于用一己之力撼动法理向弱势群体倾斜。,2018/6/30,14,50
我不是药神,[已注销],这种政治正确的电影只能显得我们过于幼稚，这是允许看的。也暴露出蝼蚁的本质，蝼蚁在行进的途中偶尔会停下思想，也经常会被碾压。不想讨论表面上的问题，那立于虚幻之地的标杆很多人不愿意看也不相信，它只会给你作用于你自身的意义，我想我也要多帮助人。,2018/7/6,13,10
我不是药神,夜神月的猫,难得，人民警察这次是个反派，眼镜男，大黄毛，动作细腻演技在线，最后看到五年刑期换来的是千万人的续命，值！！你是否也和我一样，与程勇一起早已满眼热泪！！难得的国产佳作！！,2018/7/4,18,50
我不是药神,MaxHorowits,聪明稳当。,2018/7/7,11,40
我不是药神,苏先生,我几度落泪，为人物为现实性。用悲喜剧手法把一个故事的复杂性做的如此透彻，罕见。天才的导演天才的故事天才的表演。这是一部用自己品质站立者的作品，一点也不媚。底层叙事角度，抛除所有精英化表达，和故事的语域结合天然。古典叙事方式的使用也让故事真实天然，表演分寸到位让现实意识恰到好处。,2018/6/30,23,50
我不是药神,策,神油贩子，病人，舞女，牧师，屠夫。外有巡捕与大盗。八千里路云和月，一腔孤勇济人间。这分明是一部武侠。,2018/7/1,18,50
我不是药神,品客,感觉在中国电影院里看了一部普通话配音的韩国电影或者中国人演的印度电影，确实是很难得的。前半段的剧作，摄影，剪辑和导演的意图都非常优秀，但这个优秀并未能在下半部分延续，这是很可惜的一点。,2018/7/12,7,40
我不是药神,云龙八现,本来值三星的，看到这么多人打五星震撼了，哪有那么好看啊！豆瓣越来越不靠谱了…,2018/7/7,9,10
我不是药神,迷宝,一会儿觉得很多细节都特别韩影feel，一会儿觉得内核挺伊坂幸太郎的！看完了才意识到原来是好久都没看过这样的国产片儿了…,2018/7/3,24,40
我不是药神,顾俏乜,徐峥的表现真的很惊艳，现实题材，很让人感动。,2018/7/7,9,50
我不是药神,李的梯??,很好，非常好！权利是斗争出来的，会哭的孩子有奶喝。你不争取，我不争取，谁来帮我们少数群体出头！总要有人像程勇一样做先驱的，我不入地狱谁入地狱。我不是愤青，我只是希望我们每个人在感动之余，也能想想我们因为戴着面具躲在人后，而被剥夺了什么？我们是不是都习惯了剥夺？当自己的救世主吧！,2018/7/7,16,50
我不是药神,白胖饺子,戏和情节都有点乏力不够劲儿，人物和节奏也有问题，煽情过于刻意，但是题材优势明显。毕竟是个不容易的尝试，虽然不完美，但态度值得学习。不喜欢这片子，因为从中看到的都是手段，而非真情。表演上徐峥还是老一套，王传君倒是不错，成功塑造了角色。,2018/7/2,19,20
我不是药神,靡菲m,好看。法律有时候并不代表大多数人的利益，法律是利益平衡器。人在感觉自己对他人有益，被他人需要的时候真的很幸福。守着底线的情况下，在规则和自己真正的愿望面前，选择后者，这让你能感到自己在“活着”而结果往往没那么可怕。没有“活着”最可怕，就像开头的男主。,2018/7/5,18,40
我不是药神,逝去的年华,看了点映很一般，题材加分，平衡一下,2018/7/4,14,10
我不是药神,放开那个浪味仙,宁浩和徐峥收起笑脸，提携新人的一部现实题材电影，可能就要成为今年的华语最佳。情与法，药与命。现实是残酷的，每个人都在极力撑起自己的一片生存空间。为这部片子每位主创的演技点赞，而故事的原型更值得敬畏。今后都会越来越好，希望台词能成为现实。,2018/7/1,9,40
我不是药神,Hushnore,煽情不够克制，剧本不够精炼，思索不够复杂。,2018/6/30,8,40
我不是药神,kingkongofkhan,国版达拉斯买家俱乐部，还是一个类似于盗亦有道的老话题，但更重要的是直接与当下的社会现实议题进行了有效连接，当年可以是特效药，而现在可能是奶粉猫粮电饭锅马桶盖，人当然都渴望活着，并且逐利，病人，卖盗版药的和医疗公司都有理可讲，生活总归是共同体，人们要做的仅仅是改变规则让各自活的更好一些并不触犯到他人的基本利益。片子本身没啥毛病，基本是个四星韩影的水准了，但是结尾送行段落用的配乐疑似跟《辩护人》过于相似，算是个小瑕疵。最后说一句，每一位海外代购都是一部海盗电台，遵纪守法当然很重要，但这有个前提，法是人给人定的，他的初衷是让全社会所有的人活得像个人，活得有人的尊严，活得像那么回事儿，不然我要这法有何用。那叫恶法，不是善法。,2018/11/11,4,40
我不是药神,鱼是乎,散伙饭那场戏，勇哥对吕受益吼道：滚！吕受益原本卑微的微笑的脸迅速的又很自然的变成了一副哭丧着的脸。这演技真是赞。这个表情的变化，人物的形象和命运一下子就出来了。,2018/7/5,19,50
我不是药神,白露悠悠,世界上只有一种病，就是穷病。演员们的表现不错，值得看很多遍。,2018/7/5,26,40
我不是药神,妖孽坐地成仙,全片印象中最深刻的一句话是：这世上只有一种病，那就是穷病。每个角色鲜明又鲜活，证明国产片不狗血不一地鸡毛不撕逼掐架不破鞋绿帽也一样能打动人。PS，徐峥的假发太尼玛真了！,2018/7/4,21,50
我不是药神,小A,挺好的，即便是借鉴了《达拉斯买家俱乐部》，整体质量也不错，剪辑没有拖泥带水，没有废话，角色设置也算合理。我这还是头一回在不是何爷拍的电影里看见王佳佳。,2018/7/7,7,40
我不是药神,非虚构,未来几年会有一大批这样的电影出来，这几届导演系的创作方向都是这样，文牧野为大家开了个好头，也给投资人和影视公司带来了极大的信心，意义非凡！,2018/7/5,14,50
我不是药神,隰有荷,前半部分能看到清晰的宁浩血脉。演员都太好了，徐峥最好，肥腻中年居然演出了英雄的壮烈决绝。其它人除了周一围比较扁平，连不知名姓的黄毛都特好。电影能拍成这样已经不错了，也就容忍了它的种种躲闪，以及后半段的集中煽情。,2018/7/1,8,50
我不是药神,安小安,深度有限，沒有展開足夠的對世界性階級狀況的思辨，但不影響它已經是運用戲劇性進行現實挖掘的絕佳作品。儘管它的探索與上映佔據了一定程度的輿論正確性優勢，但它的好仍然是電影本體的，這在行業寒冬的2018顯得格外體面。,2018/7/1,7,40
我不是药神,晴耕雨读,被《达拉斯买家俱乐部》先入为主了，感觉这片有点鸡肋。,2018/7/9,11,40
我不是药神,SingLesinger,看剧本时候的泪点依然一一击中。徐峥开了国产片喜剧狂欢的头，希望更多老板也能看到现实主义题材的商业可能。,2018/7/5,9,50
我不是药神,小缎,瑕不掩瑜的四星半。徐峥真是个妙人，以及第一次在荧幕里见到气势压过周一围的。中国电影终于慢慢地变得多样化，从0到1的每一步，都是欣慰,2018/7/8,8,40
我不是药神,疯狂的兔子,年度最佳影片了，非常好看，极力推荐。,2018/7/8,9,50
我不是药神,江海一蓑翁,当之无愧的今年以来最佳国产片，剧本、表演、音乐与剧情张力均属上佳。尽管设置了诸多类型片的元素，但整体上仍然是现实主义电影的底色。法律与人性的冲突，市井化的真实上海的展现，以及在生存与贫困之间挣扎的众生命运，都是院线电影中不多见的展现，有所突破。为上映而做的剧情上的妥协，可以理解。,2018/7/14,9,40
我不是药神,晚不安,上一次看这么成熟的现实主义国产片大概还是《亲爱的》。自然不及《达拉斯买家俱乐部》，一些煽情段落拍得有点拙。但是故事流畅，节奏稳健，人物生动，同时做到这三点太难得了。最打动我的不是结尾的目送，而是程勇在印度看到神像的一刻（点题）。人的灵魂敞开接受神的审视，有些东西比个人利益更重要。,2018/6/18,11,40
我不是药神,庞大固埃,态度分。有泪点，但第一，这是个神话故事；第二，这部电影丑化了正版药药企乃至中国白血病人群的形象。仿制药问题复杂，不管出于何种考虑或苦衷，不该简简单单把药企塑造成恶人的。,2018/7/7,12,10
我不是药神,月司,"这电影为啥过审了?没坏人啊,坏人只有瑞士公司啊.连印度流氓判决也敢正面宣传?唯一不能过审的原因是警察局长没因为收受药厂贿赂被抓起来?看一部电影就集体高潮,可得多喝几杯红毛药酒补补肾气.木卫二给了三星应该很纠结,短评第一句就说了,一旦涉及价值,中国电影标准就崩塌了.作为电影就是CCTV6自制水平",2018/7/4,17,20
我不是药神,你好哇,很值得看的片子，演员演技都很在线，剧情没硬伤，情绪处理也都很恰到好处，里面的一些点其实和我们的每个人的生活都有关。看看他们就真的知道，有的人真的在努力的活着，总有牵挂着让他们努力活着的理由。,2018/7/4,20,50
我不是药神,未亚,中国电影的现实主义传统内部本来就渗透着“影戏”“文以载道”“伦理悲剧”等多重因子，这是天性和民族性使然，一味以西方视角去苛责其“缺乏美学亮点”其实没太大必要。癫狂数年之后，大陆电影终于寻回些许现实主义传统，横看竖看都是件好事。在此基础上，类型轮廓清晰，商业模式成熟，新人出现。善哉,2018/7/9,6,40
我不是药神,鬼叔,我感谢能在影院看到这样一部国产电影。我能理解到人的脆弱，心酸，无助和崩溃。这部电影没有英雄，没有强国，没有世界第一，老百姓的生活不是逞强，每个人都只是很努力的活着。我们只是想活着，行吗？,2018/7/10,17,50
我不是药神,gegemoon,看的时候连我旁边的两个妹子都在讨论，这个题材怎么让拍的，看到最后恍然大悟。审查对创作的限制已经深入人心了，甚至成了最大的关注点。当然故事本身讲得挺不错，虽然第三段有点用力过度（不排除是为了过审）。周一围留的胡子太难看了，三年了都死不悔改。,2018/6/30,11,40
我不是药神,瓜瓜饼饼,可拍戏可演戏的山争哥哥好棒，王传君很颠覆……,2018/7/4,36,50
我不是药神,BluerElephant,卖假药的张其实还挺仗义的,2018/7/11,14,40
我不是药神,九月的烟灰,達拉斯買家俱樂部上映于2013年，陸勇事件被爆出為公眾所知是在2015年，說這是中國版的達拉斯買家俱樂部有毛病？,2018/7/5,9,20
我不是药神,竹官碧,确实很像《辩护人》，有一瞬间还想到了《黄海》，另外国产片里就一定要出现夜店吗…………,2018/7/5,11,40
我不是药神,zzy花岗岩,影片在各方面拿捏的都很到位，抨击现实，煽情适度、叙事流畅，现实题材拍到这种程度不容易，尤其在国产电影中实属难得。群戏出色，即使是群演也并不违和，徐峥献出演艺生涯最佳表演~,2018/7/3,8,40
我不是药神,沉默的玩,这是避重就轻嘛，外国奸商该死，政府英明威武，完全不提医药生产许可失控导致低水平药厂林立导致生产个专利过期药都搞不定还得去印度走私的问题。说好的2025制造业升级呢？超级计算机这么牛逼倒是整点干的啊。,2018/7/7,8,40
我不是药神,杨欢喜Metiche,全方位获得突破的国产电影，真的值得鼓掌，以及高票房。剧本扎实结构工整人物饱满故事感人，其实每一条线都残酷到找不到出口找不到办法，而你也可能真如作品中呈现的一样无法相信制度相信法律相信信仰甚至相信生命，可还是会相信那一点点残存的人性。穷命是真·题眼，是药进医保也无法彻底解决的悖论。,2018/7/6,19,50
我不是药神,夏树,横向比较下真的是国产电影的新高度了，文牧野如果能因此跻身一线大导那就多拍些好片子吧。微博上阑夕说的挺多了，其实观影感受上确实不太像《达拉斯买家俱乐部》，反倒是节奏和镜头语言、人物总让我想到《辩护人》（以及海报（小声逼逼））。文本上非常克制，有的地方我觉得还需要加一点，但已经很好啦,2018/7/5,14,50
我不是药神,大萌,黄毛剪了头真挺帅的,2018/7/8,13,50
我不是药神,杨三恨??,多一颗星鼓励吧，煽情有点用力，唯有摘口罩的细节戳中我，能过审太正常了,2018/7/10,9,10
我不是药神,暖小團°?,最后一段据说是为了过审加上去的，那么给五星吧,2018/7/4,6,50
我不是药神,张劳动,前面的节奏有点赶，在短时间内把程勇的麻烦一股脑抛出来，孩子出国父亲病，后半段直接奔着煽情去了，不断叠加，一步步封神，最后，在充满大爱无疆版的音乐声中，大家夹道目送着圣人程勇的离开。故事的内核感觉有点跑偏，周一围的警察角色略尴尬，另：印度真的没有神油。最早是香港商人营销出来的概念。,2018/7/6,12,30
我不是药神,魏老师,以字幕出来“一年后”为界，前面的五星，后面的二星。,2018/7/13,16,30
我不是药神,citymole,前半部四星，后半部二星。对法律法规和瑞士医药公司的立场相当主观臆断，为了强行拔高主角的“神性”，铺垫了两个成员的死，甚至让一位老太太直接宣扬什么叫“我弱我有理”。程勇质问警察“他（黄毛）有什么罪”，完全是颠倒黑白自私自利，用私利取代法治。,2018/7/2,13,20
我不是药神,盲忙,几度哽咽如鲠在喉，感谢主创，和嘉年华一样，你们的每一个名字会写进中国影史。小老板nerd混混舞女牧师，你们组成了平凡世界里的超级英雄。想感慨这个民族为何如此多难，却发觉害他们的大多时都是自己人。本就是敏感的题材，又在这个更为敏感的当下，能上映更难得了，这要感谢我国特色片尾字幕。,2018/6/30,11,40
我不是药神,似水流年,三星半，剧情完成度达到近几年华语片巅峰了，可惜还是情感主义先行，不太具有现实意义，观影期间有种激愤情绪一直不知该落在何处，那个制药企业老板吗？好像不能，但又没有一个医药体制的详细剖析，所以根本问题尚且都没有完整出现，更不要说解决了，虽然很好看我还是回归理性不打四星了。警察人设废的,2018/6/30,18,30
我不是药神,forca,上车前，徐峥饰演的角色说：“跟小澍说，他爸爸不是坏人。”  然后警车载着不是“坏人”的人进入了监狱。看完电影就一个字：堵...,2018/7/8,10,50
我不是药神,MJ,他只是想活下去，他有什么罪！活，着很难第一部看到哭的不能自已的电影。他只是想活下去而已…,2018/7/5,14,50
我不是药神,星河,看的真的特别难受,2018/7/7,8,50
我不是药神,亦?团团,非常讨厌这种民粹主义逻辑混乱的东西,2018/7/13,3,30
我不是药神,王丁丁,其实只值4.5星的，但是真的很不错了，很具有社会性，泪点没有预料中的那么高，但还是哭了。就目前的分值来讲，很难超越了。,2018/7/4,12,50
我不是药神,沧海一小生,满分，我不说别的，整容般的演技用在这几位身上，真的不为过！,2018/7/7,6,50
我不是药神,基瑞尔,英文片名贴题“生存”：老妪握着程勇的手坑求他不要再查下去，刘思慧在看着夜店同事跳舞留下的眼泪，吕受益在散伙之时的难过...就像戴着的口罩让人呼不过气，还要努力呼吸。曹斌和程勇之间的关系还有主角在法理情之间面对的抉择其实有那么一丢丢借鉴《绝命毒师》，也算是一个有趣的映照吧。,2018/6/30,8,40
我不是药神,思密则不达,这才是给老百姓看的东西,2018/7/8,3,50
我不是药神,慌得要死,看了点映。这样的题材本身就会加分，但处理的并不好，尤其后半段。前半段和后半段感觉不是出自一人之手的割裂感。后半段煽情太严重，没把握好分寸。当然老奶奶质问周一围我也哭了。最后有必要补贴来销售吧？为什么在中国总是要神话一个人？黄毛竟然是凯里人？！毕赣你怎么看？,2018/6/30,20,30
我不是药神,王恶,卖仿制药不是犯罪，拍仿制片也不算抄袭。北京文化，传销组织，又洗脑，又洗钱。当今中国文化传播意识形态的缩影——没有文化，不要碧莲。,2018/7/8,9,20
我不是药神,撕撕撕,今日你国“现象级”这词儿可以约等于“民粹”了，把药贵背后复杂又尖锐的原因直接简化，甩锅给外国医药公司，行，这很战狼,,10,
我不是药神,何小沁,前半段黑色幽默，后半段批判感动，题材社会性、剧作、导演、表演皆佳，最难得还是一部很成熟的商业片。文牧野成了,2018/6/28,10,50
我不是药神,东村深井冰,呵呵呵,,5,
我不是药神,斐济猫,题材是好题材，但是片子本身没觉得有什么出彩的地方~（给个参照，《摔跤》我是给5星的）,2018/7/6,10,30
我不是药神,DIANLIN,总体没有超脱主流政策话语，“只有奸商，而没有不负责任的国家”。,2018/7/22,9,30
我不是药神,大大大的想法,推荐,2018/7/5,24,50
我不是药神,唐朝,确实是难得的题材，有不少令人感动的细节。看完，有个跟片子质量无关的感慨：所有个人的努力，最后都变成国家的功劳。,2018/6/19,18,30
我不是药神,七七,很成功的一部片子，反响特别好！贺大卖,2018/7/8,29,40
